name,category,subCategory,launched,deadline,result,backers,country,pledged,goal
The Last Wolf of Scotland,Music,Music,2017/07/27,2017-08-17,successful,63,Great Britain,2610.08,2475.76
Looking To Be Possessed Merchandise!,Rock,Music,2017/07/27,2017-08-06,failed,0,Great Britain,0,311.5
Georgie and Phoebe's Debut Album,Music,Music,2017/07/26,2017-09-24,successful,40,Great Britain,1365.66,1338.89
Datasphere: The New Epic Sci-Fi Virtual Reality Adventure,Fiction,Publishing,2017/07/26,2017-09-24,failed,4,Great Britain,53.56,13388.85
MrVideoFreak's Workshop,Video Games,Games,2017/07/26,2017-09-24,canceled,0,Great Britain,0,160.67
Contemporary Kashubian Cuisine,Publishing,Publishing,2017/07/26,2017-09-24,failed,2,Great Britain,111.13,16066.62
Dinogym - Sports Apparel for the Jurassic Gym Junkie,Apparel,Fashion,2017/07/26,2017-09-24,failed,4,Great Britain,74.98,26777.7
Dr Zoo Little - Wildlife Ostepoath,Television,Film & Video,2017/07/26,2017-09-09,failed,12,Great Britain,1600.66,30266.59
A BOLD Girl is Who I Am!,Nonfiction,Publishing,2017/07/26,2017-09-04,failed,5,Great Britain,274.85,65408.71
The Worlds First LED active-wear mask (E-Mask),Design,Design,2017/07/26,2017-09-01,failed,2,Great Britain,64.73,23302.78
iProtect - The World's First (patented) Silicon Base Light,Technology,Technology,2017/07/26,2017-08-30,suspended,51,Great Britain,4384.81,1294.6
Solar System at a Date - Posters,Product Design,Design,2017/07/26,2017-08-29,successful,97,Great Britain,4551.81,1294.6
Re-Work- Napoleon Dynamite,Webseries,Film & Video,2017/07/26,2017-08-25,failed,1,Great Britain,29.49,3846.94
Life Calendar,Graphic Design,Design,2017/07/26,2017-08-25,successful,63,Great Britain,5321.6,5129.26
Popplecopter Gremlins™. Journaltastic fun!,Mixed Media,Art,2017/07/26,2017-08-25,failed,0,Great Britain,0,3398.13
My Friend Victor,Narrative Film,Film & Video,2017/07/26,2017-08-25,failed,4,Great Britain,70.53,1923.47
CORSAIR: A New Madius Horror Comic,Comic Books,Comics,2017/07/26,2017-08-25,successful,175,Great Britain,3404.54,2564.63
Battle For Enkeon: A new turn-based sci-fi shooter for PC,Video Games,Games,2017/07/26,2017-08-25,canceled,0,Great Britain,0,19234.71
funding for my business,Food,Food,2017/07/26,2017-08-24,failed,2,Great Britain,8.98,5129.26
Owl Anatomy Glow in the Dark Hard Enamel Pin,Illustration,Art,2017/07/26,2017-08-23,successful,68,Great Britain,1274.62,448.81
"Leisure Rooftop,The art of living",Architecture,Design,2017/07/26,2017-08-20,failed,0,Great Britain,0,32057.86
Create Your Own Custom Designed Dresses Using 3D Technology,Apparel,Fashion,2017/07/26,2017-08-20,canceled,0,Great Britain,0,1282.31
Sleepy Panda Vinyl Sticker,Illustration,Art,2017/07/26,2017-08-10,successful,9,Great Britain,157.05,129.79
"Dragon Egg, enamel pin by Clorty Cat",Accessories,Fashion,2017/07/26,2017-08-05,successful,37,Great Britain,530.85,324.48
Sprite Pin,Crafts,Crafts,2017/07/25,2017-09-08,successful,47,Great Britain,864.19,277.49
ezbike! Affordable & Dock-less Bike Sharing,Software,Technology,2017/07/25,2017-09-05,failed,5,Great Britain,832.47,13213.88
BOCCA - The Ultimate Leather Duffel Bag for Everyone,Product Design,Design,2017/07/25,2017-08-26,failed,13,Great Britain,2417.02,12945.99
T-Shirts with outstanding ornamental Logos for everyone :-),Apparel,Fashion,2017/07/25,2017-08-24,failed,2,Great Britain,65.4,6411.57
"Dean McPhee - ""Four Stones"" LP",Music,Music,2017/07/25,2017-08-24,successful,102,Great Britain,2574.89,2564.63
Legacy: Life Among the Ruins 2nd Edition,Tabletop Games,Games,2017/07/25,2017-08-24,successful,1713,Great Britain,79834.97,10258.51
Life On Land - New Album by Jazz Pianist & Singer Joy Ellis,Jazz,Music,2017/07/25,2017-08-24,successful,39,Great Britain,1701.63,1538.78
Espionage: The Card Game,Tabletop Games,Games,2017/07/25,2017-08-21,successful,69,Great Britain,4981.79,4488.1
"HELLAVAGIRL SS18 ""HUMAN MEAT FREAKS"" rock star couture",Couture,Fashion,2017/07/25,2017-08-17,failed,6,Great Britain,374.65,10299.59
Stay Safe TV - Positive solutions to bullying and much more,Web,Technology,2017/07/25,2017-08-15,failed,2,Great Britain,90.12,15449.38
CELESTIAL - songs and music with poems read by Michael Sheen,Music,Music,2017/07/25,2017-08-15,successful,56,Great Britain,7106.72,7080.97
"Biscuit Buddies - Biscuit themed Iron on, Chenille patches",Product Design,Design,2017/07/25,2017-08-14,successful,18,Great Britain,168.66,167.37
DRUM - a short film,Shorts,Film & Video,2017/07/25,2017-08-12,successful,73,Great Britain,9694.49,7724.69
WORLDS BIGGEST WORKING ARCADE MACHINE,Hardware,Technology,2017/07/24,2017-09-07,failed,5,Great Britain,101.75,13874.57
William Ghostings,Publishing,Publishing,2017/07/24,2017-08-28,failed,4,Great Britain,67.32,5825.7
cafetière Camper,Food Trucks,Food,2017/07/24,2017-08-23,failed,2,Great Britain,39.75,12823.14
Forest Craft UK,Woodworking,Crafts,2017/07/24,2017-08-23,failed,1,Great Britain,26.93,102585.15
Paranormal Investigators,Documentary,Film & Video,2017/07/24,2017-08-23,failed,1,Great Britain,26.93,2564.63
O X C - A Community of Young Creatives,Apparel,Fashion,2017/07/24,2017-08-23,failed,6,Great Britain,185.94,12823.14
MivviJones Artist Website Launch,Painting,Art,2017/07/24,2017-08-23,failed,1,Great Britain,1.28,256.46
Black Dog Club Enamel Pin and Self Care Postcard,Accessories,Fashion,2017/07/24,2017-08-23,successful,64,Great Britain,1088.68,448.81
VI Kings Apparel,Apparel,Fashion,2017/07/24,2017-08-23,failed,7,Great Britain,309.04,3205.79
The Outer Circle,Drama,Film & Video,2017/07/24,2017-08-20,successful,61,Great Britain,9954.61,8335.04
Cosplay shop,Crafts,Crafts,2017/07/24,2017-08-18,failed,3,Great Britain,104.28,6437.24
Inside Pussy Riot,Performance Art,Art,2017/07/24,2017-08-18,successful,971,Great Britain,82509.57,77246.92
Tablet Cute Enamel Pin,Crafts,Crafts,2017/07/24,2017-08-13,canceled,2,Great Britain,14.16,257.49
17 surreal questions,Tabletop Games,Games,2017/07/24,2017-08-10,failed,8,Great Britain,284.25,2206.47
Harry Potter Cosplay Cats Enamel Pin Set,Crafts,Crafts,2017/07/24,2017-08-07,successful,32,Great Britain,793.03,648.96
TWELVE,Illustration,Art,2017/07/24,2017-08-05,successful,34,Great Britain,1085.07,648.96
JThomas 25% profit donations,Apparel,Fashion,2017/07/24,2017-08-03,failed,1,Great Britain,27.61,3286.45
Shamblers! 28mm Shambling Mounds by Toad King Castings,Tabletop Games,Games,2017/07/24,2017-08-02,successful,129,Great Britain,4313.79,657.29
Feminist/ Anti Period Shaming Enamel Badges,Accessories,Fashion,2017/07/23,2017-08-22,failed,8,Great Britain,198.76,1282.31
Stories While They Waited 2,Nonfiction,Publishing,2017/07/23,2017-08-22,successful,167,Great Britain,6631.24,2849.3
Escape and Return,Art,Art,2017/07/23,2017-08-22,successful,38,Great Britain,1363.1,1102.79
GLU Game Hub,Video Games,Games,2017/07/23,2017-08-22,failed,13,Great Britain,834.79,6921.93
GLU Game Hub,Video Games,Games,2017/07/23,2017-08-22,canceled,0,Great Britain,0,128231.43
Y Sioe Cneifo,Musical,Theater,2017/07/22,2017-08-31,successful,71,Great Britain,2757.5,2589.2
"Bigfoot,Will You Survive?",Video Games,Games,2017/07/22,2017-08-21,failed,4,Great Britain,121.82,44881
TC-9 Divers Watch. Free second bezel to choose your look,Design,Design,2017/07/22,2017-08-21,successful,109,Great Britain,32189.94,16028.93
The Human Beings issue three,Comic Books,Comics,2017/07/22,2017-08-12,successful,97,Great Britain,1570.83,643.72
Penelope Isles need a new van! Help us!,Rock,Music,2017/07/21,2017-09-19,successful,90,Great Britain,5024.29,4748.85
iProtect - The First (patented) Silicon Base Wireless Light,Technology,Technology,2017/07/21,2017-09-04,canceled,37,Great Britain,2875.34,26427.76
DAME kigurumi project,Art,Art,2017/07/21,2017-09-01,successful,30,Great Britain,13314.95,3883.8
Rob Corcoran & Necessary Evils - Debut Album Pre-Sale,Indie Rock,Music,2017/07/21,2017-08-26,successful,115,Great Britain,3179.53,2589.2
Fit Out Kitchen of For Fuk Sake: New Bar on Kingsland Road,Drinks,Food,2017/07/21,2017-08-25,failed,12,Great Britain,1154.08,12823.14
IT'S SMACK BOSS,Games,Games,2017/07/21,2017-08-20,failed,1,Great Britain,26.93,4488.1
Crêpes,Drama,Film & Video,2017/07/21,2017-08-20,successful,40,Great Britain,4072.63,3846.94
Mr. Dash’s Inspiration: get inspired and motivated!,Graphic Design,Design,2017/07/21,2017-08-20,successful,43,Great Britain,4517.59,1923.47
The Hatch (Horror Survival/Hunting Video Game),Video Games,Games,2017/07/21,2017-08-20,failed,6,Great Britain,262.87,23081.66
Natural Market Garden (Organic),Farms,Food,2017/07/21,2017-08-20,failed,1,Great Britain,1.28,22440.5
Crash Annual 2018 - The next chapter,Publishing,Publishing,2017/07/21,2017-08-20,successful,1784,Great Britain,60256.03,15387.77
ELLE Short Film: Post Production,Shorts,Film & Video,2017/07/21,2017-08-10,successful,26,Great Britain,1479.64,1297.93
Crowdfunding Charity & Payment Platform,Web,Technology,2017/07/21,2017-07-31,failed,1,Great Britain,27.61,157749.44
La Petite Mort (The Little Death),Shorts,Film & Video,2017/07/20,2017-09-18,successful,22,Great Britain,2062.36,2035.22
Pollyanna,Tabletop Games,Games,2017/07/20,2017-09-03,failed,4,Great Britain,122.89,132138.8
The Ribs & Wings Co.,Food Trucks,Food,2017/07/20,2017-08-29,failed,3,Great Britain,28.48,38837.97
Blind Wizard Brawl,Tabletop Games,Games,2017/07/20,2017-08-22,successful,161,Great Britain,4104.69,3718.71
UGH Heart Shaped Pin Badges,Accessories,Fashion,2017/07/20,2017-08-19,successful,33,Great Britain,321.86,217.99
The Uk''s First and Only Tattoo Market,Design,Design,2017/07/20,2017-08-19,failed,1,Great Britain,26.93,7052.73
Special Edition Handmade Brass Mechanical Pencil,Product Design,Design,2017/07/20,2017-08-19,successful,178,Great Britain,13447.63,1282.31
JUNIA Issue Two,Publishing,Publishing,2017/07/20,2017-08-19,successful,27,Great Britain,1429.78,1282.31
Rascal Optics,Apparel,Fashion,2017/07/20,2017-08-19,successful,52,Great Britain,6578.27,6411.57
The Cuckoo,Drama,Film & Video,2017/07/20,2017-08-19,canceled,1,Great Britain,6.41,1282.31
Gruicy,Drinks,Food,2017/07/20,2017-08-19,failed,1,Great Britain,10.26,64115.72
"Day Glow, LED light controller.",DIY Electronics,Technology,2017/07/20,2017-08-19,failed,9,Great Britain,919.42,44881
Free - Alternative Butchery,Food,Food,2017/07/20,2017-08-19,failed,7,Great Britain,187.22,19234.71
Cattoo 30mm soft enamel pin,Illustration,Art,2017/07/20,2017-08-09,successful,31,Great Britain,350.44,259.59
Under The Boardwalk. Act One: The Dockside,Tabletop Games,Games,2017/07/20,2017-07-30,successful,26,Great Britain,1285.66,788.75
New Approach to Luxury Watchmaking,Design,Design,2017/07/20,2017-07-30,successful,13,Great Britain,1691.86,1314.58
Survival Project,Video Games,Games,2017/07/19,2017-08-31,failed,2,Great Britain,20.71,323.65
ALASKA - A Personal Murder Mystery - with demo,Video Games,Games,2017/07/19,2017-08-18,failed,23,Great Britain,482.79,19311.73
Avocado Enamel Pin,Product Design,Design,2017/07/19,2017-08-18,successful,65,Great Britain,1042.83,257.49
He Served The Empire,Shorts,Film & Video,2017/07/19,2017-08-18,failed,16,Great Britain,1355.28,8117.36
Waste Disposal 3,Animation,Film & Video,2017/07/19,2017-08-18,failed,7,Great Britain,123.6,7660.32
Pi:Traffic Light Shield for Raspberry Pi 3,DIY Electronics,Technology,2017/07/19,2017-08-18,successful,42,Great Britain,6488.74,6437.24
Helping to Save the World with Handspun Yarns and Textiles,Textiles,Art,2017/07/19,2017-08-18,failed,6,Great Britain,355.34,514.98
The Downward Spiral,Film & Video,Film & Video,2017/07/19,2017-08-18,failed,1,Great Britain,27.04,6437.24
Cortex Zine,Zines,Publishing,2017/07/19,2017-08-18,successful,57,Great Britain,1156.13,1094.33
THE CIRQUE An Illuminating Surprise,Immersive,Theater,2017/07/19,2017-08-18,failed,0,Great Britain,0,450.61
Tish Murtha - Youth Unemployment,Publishing,Publishing,2017/07/19,2017-08-18,successful,413,Great Britain,24467.96,10299.59
Nutritiously Nicola! a dirty comedy about clean eating,Webseries,Film & Video,2017/07/19,2017-08-15,successful,236,Great Britain,21757.88,20599.18
Munkii-Nutz : The Digit Dexterity Device,Product Design,Design,2017/07/19,2017-08-09,failed,14,Great Britain,330.97,19468.89
Tomb of Horror vol 2 -horror anthology,Anthologies,Comics,2017/07/19,2017-08-08,successful,61,Great Britain,1316.1,389.38
Sailor Moon Mash-up enamel pin sets,Accessories,Fashion,2017/07/19,2017-08-03,successful,59,Great Britain,1672.14,657.29
New Jack Swing (EP),Music,Music,2017/07/19,2017-07-24,canceled,0,Great Britain,0,458.33
Stark Shakespeare Duo's,Webseries,Film & Video,2017/07/18,2017-09-16,canceled,1,Great Britain,28.49,2713.63
Making professional Recordings From My Home Studio,Pop,Music,2017/07/18,2017-09-16,canceled,1,Great Britain,28.49,2602.37
INNO LUMI Smart Lighting - Making Light Work,Product Design,Design,2017/07/18,2017-09-01,failed,9,Great Britain,952.82,25891.98
"Ancient Dice: 50,000 Year Old Dice",Tabletop Games,Games,2017/07/18,2017-08-22,successful,843,Great Britain,22859.82,1282.31
Barcelona Sketchbook,Illustration,Art,2017/07/18,2017-08-22,successful,23,Great Britain,668.09,641.16
EXIT EARTH ANTHOLOGY,Publishing,Publishing,2017/07/18,2017-08-17,successful,182,Great Britain,10603.43,7724.69
"SEED Ensemble: collaborative concert series ""DRIFTGLASS""",Jazz,Music,2017/07/18,2017-08-17,successful,14,Great Britain,907.65,901.21
40th Anniversary Commemorative Voyager Gold Record Medal,Design,Design,2017/07/18,2017-08-17,canceled,33,Great Britain,2917.36,2574.9
LifeBucket App (iOS/android),Apps,Technology,2017/07/18,2017-08-17,failed,19,Great Britain,1393.02,29611.32
Narwood - Wooden watches crafted for a sustainable future,Product Design,Design,2017/07/18,2017-08-17,successful,89,Great Britain,6299.49,1287.45
Spire RPG,Tabletop Games,Games,2017/07/18,2017-08-17,successful,1483,Great Britain,92320.37,32186.22
Hyperion Parks Pins Collection,Illustration,Art,2017/07/18,2017-08-17,failed,5,Great Britain,90.12,386.23
Jewellery With Life: Help Me Persue My Dream,Accessories,Fashion,2017/07/18,2017-08-17,failed,14,Great Britain,308.99,2574.9
Memoirs of Africa Postcards,Animals,Photography,2017/07/18,2017-08-17,failed,4,Great Britain,32.19,90.12
PRIDE? - Feature Documentary About LGBTQ+ Pride In The UK.,Film & Video,Film & Video,2017/07/18,2017-08-17,successful,481,Great Britain,26863.9,25748.97
Burning Rome,Tabletop Games,Games,2017/07/18,2017-08-15,successful,541,Great Britain,16124.01,11329.55
The Cuckoo,Narrative Film,Film & Video,2017/07/18,2017-07-31,canceled,2,Great Britain,34.18,1314.58
Help Summit Dance Theatre get to Quebec,Performances,Dance,2017/07/18,2017-07-26,successful,14,Great Britain,2096.51,2095.2
"Dog Cakes by Mia (home made treats, 100% organic)",Food,Food,2017/07/17,2017-09-15,failed,11,Great Britain,433.45,2717.54
Diana - tradition and grace for your well-laid table,Product Design,Design,2017/07/17,2017-08-30,failed,18,Great Britain,3050.08,10356.79
The Rallyist Motorsport Art Gallery..,Mixed Media,Art,2017/07/17,2017-08-26,failed,5,Great Britain,1249.29,45310.96
Vyom London - Stylish Vegan Footwear,Footwear,Fashion,2017/07/17,2017-08-26,failed,9,Great Britain,2547.77,32364.97
LetB v2- Display time by text and...,Design,Design,2017/07/17,2017-08-16,successful,47,Great Britain,6520.93,3862.35
Mental Health: Untitled,Shorts,Film & Video,2017/07/17,2017-08-16,failed,6,Great Britain,221.44,965.59
A new fox on Smithdown road,Restaurants,Food,2017/07/17,2017-08-16,successful,187,Great Britain,26884.5,25748.97
BACKBOARD TS,Design,Design,2017/07/17,2017-08-16,failed,45,Great Britain,2733.25,25748.97
Character Illustrations and Other Artwork,Illustration,Art,2017/07/17,2017-08-16,successful,20,Great Britain,875.47,193.12
"Firebox BBQ Pizza Oven, Transform Any BBQ!",Food,Food,2017/07/17,2017-08-16,suspended,1,Great Britain,114.58,6437.24
Arte International Community Project,Art,Art,2017/07/17,2017-08-16,failed,1,Great Britain,27.04,24461.52
When You Fall Down- The Buster Keaton Story,Musical,Theater,2017/07/17,2017-08-16,successful,44,Great Britain,2294.23,2059.92
Stylish and Effective Graduated Compression Socks,Apparel,Fashion,2017/07/17,2017-08-16,failed,14,Great Britain,503.39,6437.24
Great Bitten,Comedy,Film & Video,2017/07/17,2017-07-31,failed,8,Great Britain,316.81,6572.89
Hellfrost GM Screen,Games,Games,2017/07/17,2017-07-31,successful,111,Great Britain,3737.35,3286.45
Radio,Plays,Theater,2017/07/17,2017-07-24,successful,42,Great Britain,2498.53,2291.63
A Socially Awkward fundraiser!,Plays,Theater,2017/07/16,2017-09-14,successful,42,Great Britain,2038.15,2038.15
Christmas Eve - The Board Game,Tabletop Games,Games,2017/07/16,2017-09-14,canceled,42,Great Britain,2285.45,4755.69
Safety Sleepsuit - Aurora Baby,Apparel,Fashion,2017/07/16,2017-09-14,failed,8,Great Britain,186.15,54350.78
New Slang - An illustrated collective,Art Books,Publishing,2017/07/16,2017-08-30,canceled,0,Great Britain,0,1941.9
Love & Baggage,Comics,Comics,2017/07/16,2017-08-22,failed,15,Great Britain,866.84,6411.57
A Workshop Away From Crafting My Future,Woodworking,Crafts,2017/07/16,2017-08-15,failed,0,Great Britain,0,38623.46
Fashion Embroidery Scarves Standing for Natures and Love,Accessories,Fashion,2017/07/16,2017-08-15,failed,1,Great Britain,27.04,2574.9
Piste RBG. Fashion to be worn with Pride!,Apparel,Fashion,2017/07/16,2017-08-15,failed,3,Great Britain,41.2,6437.24
Bitz & Bobz - The animated miniseries. Episode 1 'The Pie',Animation,Film & Video,2017/07/16,2017-08-15,successful,32,Great Britain,1359.55,1287.45
West myth records startup,Hip-Hop,Music,2017/07/16,2017-08-15,failed,1,Great Britain,27.04,3218.62
From Sushi Guild to Sushi Gaming LTD,Video Games,Games,2017/07/16,2017-08-15,failed,1,Great Britain,12.87,450.61
Good Lines Mean Everything,Graphic Design,Design,2017/07/16,2017-08-14,failed,2,Great Britain,30.9,13196.35
The Penned Guin - To Coldly Go...,Comics,Comics,2017/07/16,2017-08-13,successful,53,Great Britain,1071.16,386.23
Cotswold Gin & Tonic Candy,Food,Food,2017/07/16,2017-07-31,failed,26,Great Britain,753.25,3943.74
New Slang - An Illustrated Collective,Art Books,Publishing,2017/07/16,2017-07-30,successful,50,Great Britain,2071.78,1971.87
The ABC Life,Nonfiction,Publishing,2017/07/15,2017-09-13,canceled,33,Great Britain,3061.31,13587.69
Healthy weightloss: how to weight within few weeks,Webseries,Film & Video,2017/07/15,2017-09-01,failed,3,Great Britain,207.14,38837.97
