name,category,subCategory,launched,result,backers,country,pledged,goal,value
Mundarte,Film & Video,Film & Video,2017/04/05,failed,0,Mexico,0,13119.23,1
"¡EUCLIK! Juego geométrico, Innovador y diferente en 3D.",3D Printing,Technology,2017/03/29,successful,2,Mexico,472.4,472.29,1
Amatista,Indie Rock,Music,2017/03/21,successful,7,Mexico,472.29,472.29,1
Identidades convergentes,Public Art,Art,2017/03/06,canceled,0,Mexico,0,19678.84,1
Llegar a Cannes,Shorts,Film & Video,2017/04/24,canceled,7,Mexico,191.54,1889.17,1
Flores y arte,Art,Art,2017/04/05,failed,1,Mexico,26.24,10495.38,1
Baja Sae California,Technology,Technology,2017/04/04,failed,0,Mexico,0,5247.69,1
"Cortometraje ""Los que escuchan sienten""",Shorts,Film & Video,2017/03/20,successful,24,Mexico,592.46,524.77,1
CODE LXRY FURNITURE,Hardware,Technology,2017/04/05,canceled,0,Mexico,0,1836.69,1
"Know BOCK, the Bottle Opener and ?!",Design,Design,2017/04/03,failed,0,Mexico,0,944.58,1
Hollo Buster - A Pacapillar Videogame,Video Games,Games,2017/04/03,successful,36,Mexico,2976.49,2082.44,1
Bamboo Cactus Music Hall Mérida,Architecture,Design,2017/04/03,canceled,0,Mexico,0,41981.53,1
Próximo disco de Ramona,Indie Rock,Music,2017/04/01,failed,32,Mexico,937.24,3148.61,1
Create your own portable chatbot! Crea un chatbot portátil!,Software,Technology,2017/03/28,failed,0,Mexico,0,4198.15,1
DeAnuncios.mx,Web,Technology,2017/03/18,failed,1,Mexico,0.52,1311.92,1
"Lanzamiento del disco ""Quedarme en Ti""",Music,Music,2017/03/16,successful,73,Mexico,2769.57,2361.46,1
Primera Mexicana en ODI Orchidaceae Dance Intensive.,Residencies,Dance,2017/03/03,successful,30,Mexico,1941.75,1941.65,1
Documentary Photobook,Photobooks,Photography,2017/03/03,canceled,0,Mexico,0,2623.85,1
UNIDAD DE CAPACITACION SOCIAL ONLINE y SEMI PRESENCIAL,Technology,Technology,2017/03/03,failed,0,Mexico,0,31486.15,1
"""Sinestesia"": Primer EP de Rafa Arreguín",Music,Music,2017/03/03,failed,10,Mexico,125.94,1836.69,1
Christina Green is making her first EP,Pop,Music,2017/04/11,failed,9,Mexico,233.52,2623.85,1
Prelude - Horror Game (Featuring backers houses!) C-2,Video Games,Games,2017/04/01,successful,15,Mexico,144.31,26.24,1
7 Festival Internacional de Cine en el Desierto,Festivals,Film & Video,2017/03/22,successful,107,Mexico,3737.41,3673.38,1
Aprendiendo de nuestros errores,Young Adult,Publishing,2017/03/12,successful,11,Mexico,304.37,304.37,1
Crowdfooding México,Spaces,Food,2017/03/02,failed,1,Mexico,5.25,78715.37,1
Caricaturizando al mundo,Illustration,Art,2017/04/06,failed,1,Mexico,0.52,367.34,1
Acompáñame al cine,Family,Film & Video,2017/04/06,failed,3,Mexico,6.3,524.77,1
"Decoración para tu hogar, oficina o negocio.",Illustration,Art,2017/03/31,failed,1,Mexico,0.52,2623.85,1
TUIBO - An Urban Wearable Assistant for Cyclists,Product Design,Design,2017/03/31,canceled,62,Mexico,7422.91,65596.14,1
Contemporary art stories,Art,Art,2017/03/21,failed,24,Mexico,2072.84,2623.85,1
Creative Bakery / Pastelería Creativa & Cup Cakes,Food,Food,2017/03/16,failed,2,Mexico,1.05,1574.31,1
"café, arte y cultura, café literario, aquí se sirve cultura",Installations,Art,2017/03/04,failed,2,Mexico,5.77,10495.38,1
Quiosco PM,Apps,Technology,2017/03/30,failed,1,Mexico,0.52,5247.69,1
Artista Mexicano,Painting,Art,2017/03/30,failed,1,Mexico,0.52,1049.54,1
Exposición Perlas de Memoria,Mixed Media,Art,2017/03/30,successful,23,Mexico,367.34,367.34,1
Eryhtros,Documentary,Film & Video,2017/03/30,successful,24,Mexico,1311.92,1311.92,1
"La Cosa, criatura del infierno",Fiction,Publishing,2017/03/30,failed,1,Mexico,0.52,2099.08,1
Impresentables Haraganes Teatro. La rebelión de los nonatos,Performance Art,Art,2017/03/27,failed,61,Mexico,718.79,3673.38,1
AUDACIA Libros para escuchar sin límites,Apps,Technology,2017/03/21,failed,16,Mexico,1660.37,8396.31,1
Marcas de la vida,Poetry,Publishing,2017/03/15,canceled,0,Mexico,0,1049.54,1
Restaurantes,Restaurants,Food,2017/02/28,failed,2,Mexico,5.77,787.15,1
SERVICIO SOCIAL - JUNTOS POR UN MEJOR FUTURO,Apps,Technology,2017/04/13,canceled,1,Mexico,158.03,368.73,1
The Easiest Way To Learn and Teach English/Spanish,Publishing,Publishing,2017/03/29,failed,10,Mexico,2974.08,6968.29,1
Cortometraje Solitude,Drama,Film & Video,2017/03/29,failed,9,Mexico,368.73,2633.8,1
"""Colorea"" Libros",Children's Books,Publishing,2017/03/29,failed,2,Mexico,1.05,526.76,1
Doble Cara (Short Film),Shorts,Film & Video,2017/03/14,failed,1,Mexico,0.53,2897.18,1
El silencio de Chelino,Drama,Film & Video,2017/02/28,canceled,0,Mexico,0,2112.88,1
Puentes,Shorts,Film & Video,2017/02/27,failed,2,Mexico,105.35,1580.28,1
Proyecto Kórima | Manos que comparten,Product Design,Design,2017/02/27,failed,8,Mexico,134.32,2897.18,1
Upgrade Studio (Mejorar estudio musical),World Music,Music,2017/02/27,failed,2,Mexico,53.2,790.14,1
Pixel Kid: A Retro Platformer Game,Video Games,Games,2017/04/07,failed,4,Mexico,36.87,2633.8,1
Fomentando la Cultura del Emprendimiento,Apps,Technology,2017/03/28,failed,0,Mexico,0,105351.88,1
The Cap Brand,Apparel,Fashion,2017/03/28,failed,1,Mexico,20.97,3950.7,1
"Muñecas Étnicas Mexicanas de Trapo, Niña Bonita",Crafts,Crafts,2017/03/28,failed,1,Mexico,0.53,52675.94,1
Molecule Fidget,Design,Design,2017/03/28,failed,2,Mexico,53.2,2897.18,1
"APOYEMOS A SUPERPAPERS , CASA EDITORIAL ABIERTA A TODOS",Zines,Publishing,2017/03/28,successful,24,Mexico,3189.53,3160.56,1
LocoBuilder Boardgame.,Tabletop Games,Games,2017/03/22,failed,2,Mexico,3.69,1843.66,1
"Diseño Arte en base Acad,diseño modernos geometricos,",Painting,Art,2017/03/27,failed,1,Mexico,0.53,1843.66,1
Crónicas de Hospital,Art,Art,2017/03/22,canceled,21,Mexico,1250.26,2897.18,1
La guarida: Donde nacen las estrellas,Music,Music,2017/03/07,failed,1,Mexico,0.53,1316.9,1
Tomaton/Drink-a-ton,Tabletop Games,Games,2017/02/25,failed,2,Mexico,1.05,5267.59,1
The Morphology of War: Art Exhibition,Public Art,Art,2017/04/13,canceled,8,Mexico,117.2,1580.28,1
X-Fighter code: Mobius,Video Games,Games,2017/03/24,failed,2,Mexico,5.79,1580.28,1
CORS,Footwear,Fashion,2017/03/16,failed,1,Mexico,0.53,237.04,1
Azul Cocoa Chocolatería Mexicana de Autor,Food,Food,2017/03/11,failed,10,Mexico,234.93,2107.04,1
CS En favor de la Diversidad Sexual,World Music,Music,2017/02/24,failed,0,Mexico,0,2633.8,1
Ik' Beauty -Productos más naturales para el cuidado facial-,Fashion,Fashion,2017/03/25,failed,0,Mexico,0,526.76,1
ayudanos a financiar nuestro canal de youtube,Comedy,Film & Video,2017/04/13,failed,1,Mexico,0.53,1053.52,1
FUNK PARADISE Danza Urbana Mazatlán,Spaces,Dance,2017/03/27,failed,4,Mexico,92.18,2107.04,1
Encallad@s en el desierto / Stranded in the desert,Documentary,Film & Video,2017/03/24,failed,1,Mexico,0.53,5109.57,1
Untold.Manifesto 365 confesiones,People,Photography,2017/03/14,failed,5,Mexico,28.97,1843.66,1
El Atascadero de Porky - Restaurant de hamburguesas,Restaurants,Food,2017/03/09,failed,1,Mexico,0.53,3160.56,1
El silencio de Chelino,Drama,Film & Video,2017/02/22,canceled,1,Mexico,5.27,5004.21,1
Beginning of end,Science Fiction,Film & Video,2017/02/22,failed,1,Mexico,0.53,26337.97,1
A Escenabierta IV: Fronteras de ningún lugar,Theater,Theater,2017/04/02,successful,21,Mexico,763.8,737.46,1
Oscura Sangre [Macbeth],Theater,Theater,2017/03/28,successful,58,Mexico,2797.09,2370.42,1
Academia de Música impulsarte.org,Music,Music,2017/03/23,failed,1,Mexico,0.53,3687.32,1
El Silencio de Marce ( Innocence has a price),Drama,Film & Video,2017/03/23,failed,0,Mexico,0,1316.9,1
Mesolr,Apps,Technology,2017/03/23,failed,0,Mexico,0,1053.52,1
BALOÖ,Makerspaces,Technology,2017/03/23,failed,0,Mexico,0,263.38,1
Just4Gamers: Play any game on any pc with one subscription.,Games,Games,2017/03/22,canceled,8,Mexico,332.39,1316.9,1
"One Face, One Story",Photography,Photography,2017/03/20,canceled,0,Mexico,0,790.14,1
La Laguna Rosa,Narrative Film,Film & Video,2017/03/08,successful,214,Mexico,11384.32,10535.19,1
Proof of Desire,Film & Video,Film & Video,2017/02/21,successful,62,Mexico,4398.44,4214.08,1
F&R: Sustainable and Ethical Clothing,Fashion,Fashion,2017/02/21,failed,0,Mexico,0,26337.97,1
Revista cultural Mood,Print,Journalism,2017/02/21,failed,1,Mexico,0.53,4477.45,1
Sabor Amor | Café de las Altas Montañas,Food,Food,2017/03/22,failed,1,Mexico,0.53,5310.11,1
"Obra de Teatro ""Feroz""",Comedy,Theater,2017/03/22,failed,18,Mexico,586.71,796.52,1
Wooden Tops and Circus TOYS,Woodworking,Crafts,2017/03/22,failed,2,Mexico,19.17,1593.03,1
RAYIM. Nuevo disco,World Music,Music,2017/03/22,failed,2,Mexico,53.69,3186.07,1
"Pristine Lane, Virtual Reality Afterlife Experience",Animation,Film & Video,2017/03/18,successful,32,Mexico,1292.53,1221.33,1
Influencias,Latin,Music,2017/03/16,failed,0,Mexico,0,1062.02,1
¡Apóyanos! CONVEXUS Ballet Contemporáneo México. Gira Int.,Performances,Dance,2017/02/20,successful,18,Mexico,1594.63,1593.03,1
Libro go,Apps,Technology,2017/03/31,failed,3,Mexico,1.59,265.51,1
LA LOCA,Art,Art,2017/03/06,failed,2,Mexico,82.84,2124.04,1
"""Flores"" Documentary Film",Documentary,Film & Video,2017/02/19,successful,51,Mexico,7832.15,6903.14,1
ECOPOT,Crafts,Crafts,2017/03/20,failed,11,Mexico,273.47,1327.53,1
SeaTrip: murales para salvar a la vaquita marina,Painting,Art,2017/03/16,successful,66,Mexico,2201.84,2124.04,1
"Auch! Tarde, Sonrisas y Escalofríos - Mi Sobrino Memo",Indie Rock,Music,2017/02/20,canceled,29,Mexico,976,3717.08,1
EVENT,Robots,Technology,2017/03/18,failed,4,Mexico,9.24,3717.08,1
Lilith´s Skin,Rock,Music,2017/03/09,failed,3,Mexico,27.61,1858.54,1
JUVENTUD ES ESCENA 2.0 Festival de Teatro Comunitario,Festivals,Theater,2017/03/02,canceled,0,Mexico,0,6372.13,1
¿Qué seria de un mundo sin arte?,Art,Art,2017/02/17,failed,1,Mexico,0.53,164613.42,1
KIU - Potencializador del talento en México,Apps,Technology,2017/02/17,failed,7,Mexico,546.94,26529.31,1
VR 3D lenses - disarm type puzzle Impact resistant and water,Technology,Technology,2017/03/28,successful,28,Mexico,1596.75,1593.03,1
"Malena Durán y Pepe Elorza - ""De Otro Modo"" - New Album LIVE",World Music,Music,2017/03/16,successful,43,Mexico,3831.78,3717.08,1
Koontik Joyería en Ámbar y Seda,Jewelry,Fashion,2017/03/08,failed,1,Mexico,0.53,3451.57,1
Musical stage (escenario musical),Latin,Music,2017/03/03,failed,1,Mexico,0.53,955.82,1
Armonía Con Sol,Kids,Music,2017/03/01,failed,2,Mexico,268.16,13275.28,1
Eunoë,Metal,Music,2017/02/26,failed,1,Mexico,0.53,371.71,1
Esperando el Amanecer/Waiting for the sun,Shorts,Film & Video,2017/03/24,failed,27,Mexico,1335.49,6690.74,1
Centro Holístico Tao,Art,Art,2017/03/17,failed,2,Mexico,31.86,1168.22,1
Wowalk,Apps,Technology,2017/03/16,failed,1,Mexico,0.53,13275.28,1
Soñé una ciudad amurallada,Plays,Theater,2017/03/02,failed,14,Mexico,307.99,2655.06,1
"MOVIN: Your car, Your experience!",Gadgets,Technology,2017/02/15,failed,9,Mexico,8266.53,26550.55,1
La Sentencia de los Cándidos,Shorts,Film & Video,2017/03/31,successful,10,Mexico,796.52,796.52,1
Ide - Alcanza tus sueños,Apps,Technology,2017/03/16,failed,5,Mexico,79.65,531.01,1
Pagina de flores,Crafts,Crafts,2017/03/16,failed,1,Mexico,0.53,10620.22,1
Peces en el Agua,Drama,Film & Video,2017/03/15,successful,26,Mexico,2655.06,2655.06,1
PARALELO 19 Nº,Photography,Photography,2017/03/01,failed,8,Mexico,177.36,796.52,1
THREE LESS ONE / Tres menos una,Webseries,Film & Video,2017/02/14,canceled,1,Mexico,10.62,26550.55,1
El guantes de cobre...,Fiction,Publishing,2017/04/05,failed,1,Mexico,0.53,265.51,1
Mr.O paintings,Painting,Art,2017/03/15,failed,1,Mexico,0.53,15930.33,1
Hoyos En el Muro,Audio,Journalism,2017/03/15,canceled,0,Mexico,0,7327.95,1
LO QUE EL VIENTO A JUÁREZ,Documentary,Film & Video,2017/02/13,successful,25,Mexico,3316.85,3186.07,1
Liberty Heavy duty clamping systems,Fabrication Tools,Technology,2017/02/13,failed,3,Mexico,11.15,79651.66,1
El Próximo Miercoles,Film & Video,Film & Video,2017/03/28,failed,8,Mexico,252.76,1102.45,1
BANDA DE SKA,Music,Music,2017/03/14,failed,0,Mexico,0,806.67,1
El Sol de la mañana,Documentary,Film & Video,2017/03/14,successful,22,Mexico,1080.29,1075.56,1
Taste Tease,Farmer's Markets,Food,2017/03/14,failed,7,Mexico,1024.47,17746.71,1
"MexMates. Leather Bags, Durable and affordable.",Fashion,Fashion,2017/02/27,canceled,36,Mexico,4386.29,16133.37,1
"Fuente de Sodas ""T-ice""",Restaurants,Food,2017/03/13,failed,0,Mexico,0,268.89,1
Meowrcenaries: an expansion of Guerras Gato (Cat Wars),Games,Games,2017/03/13,canceled,27,Mexico,773.33,4302.23,1
Crowdfunding Por Bustamante,Academic,Publishing,2017/03/13,successful,50,Mexico,1896.48,1882.23,1
Fondo para Academia Musical,World Music,Music,2017/02/11,failed,0,Mexico,0,8066.68,1
Cómo sobrevivir al transporte público de la CDMX,Documentary,Film & Video,2017/04/01,failed,0,Mexico,0,537.78,1
#Calexit. La historia por venir.,Fiction,Publishing,2017/03/14,failed,18,Mexico,352.25,1344.45,1
Dilo con imaginación / SAY IT WITH IMAGINATION,Crafts,Crafts,2017/03/11,failed,1,Mexico,0.54,2688.89,1
El lugarcito,Food,Food,2017/03/11,failed,1,Mexico,21.51,2151.12,1
Código Semilla,Web,Technology,2017/02/28,canceled,46,Mexico,3229.36,5377.79,1
Cortometraje CRISTAL,Horror,Film & Video,2017/02/24,successful,48,Mexico,3234.74,3226.67,1
Un Perro Negro,Art Books,Publishing,2017/02/09,failed,24,Mexico,789.14,8873.35,1
Mexico lindo,Documentary,Film & Video,2017/02/09,failed,0,Mexico,0,21511.16,1
La Casa de Asterión de J.L. Borges - Microteatro,Experimental,Theater,2017/03/25,canceled,1,Mexico,2.69,537.78,1
Don Victor. Cortometraje,Shorts,Film & Video,2017/03/23,successful,12,Mexico,462.49,376.45,1
Pato Box - A full action duck fighting experience,Video Games,Games,2017/03/10,successful,369,Mexico,11331,10755.58,1
Vinil Culture Pop,Graphic Design,Design,2017/03/10,failed,0,Mexico,0,1613.34,1
Revista Enfoque Fotográfico (Magazine of photography),Photography,Photography,2017/03/10,failed,0,Mexico,0,3764.45,1
Electricidad para todos con el sol sin paneles solares,Technology,Technology,2017/03/11,failed,0,Mexico,0,24200.05,1
My Local Basket,Food,Food,2017/03/09,failed,3,Mexico,55.93,1075.56,1
Incident Report [XX]-1128,Science Fiction,Film & Video,2017/03/09,canceled,0,Mexico,0,1882.23,1
Help us to buy a laser cut for this Sacred Geometry artwork,Mixed Media,Art,2017/03/09,failed,0,Mexico,0,7528.91,1
"JOIN ME ON MY PILGRIMAGE TO JAPAN. Goal US $2,000",World Music,Music,2017/03/09,successful,48,Mexico,2317.83,2151.12,1
"Ideas, cámara, acción",Film & Video,Film & Video,2017/03/09,failed,0,Mexico,0,1075.56,1
Documental del Sexto Foro Mundial de la Bicicleta,Documentary,Film & Video,2017/03/08,successful,192,Mexico,8753.05,7260.02,1
All in 1: The Crowdsong - Creating a song together,Country & Folk,Music,2017/03/31,failed,4,Mexico,21.1,42.63,1
Pintando un Sueño,Illustration,Art,2017/02/13,successful,35,Mexico,7380.76,6394.88,1
Phestee,Apps,Technology,2017/02/06,failed,20,Mexico,448.44,5329.07,1
Panaderia Artesanal y Pastelería Artistica,Food,Food,2017/02/06,failed,0,Mexico,0,10658.14,1
Curso para cantantes de ópera en Canadá,Classical Music,Music,2017/03/27,successful,12,Mexico,664.64,586.2,1
EL Niño Zorro - Libro Infantil Interactivo ES/EN,Mobile Games,Games,2017/03/07,failed,33,Mexico,770.58,7905.04,1
La Pócima,Animation,Film & Video,2017/03/07,successful,88,Mexico,3873.84,3463.9,1
(trans)formaciones residuales,Art,Art,2017/03/07,successful,108,Mexico,3525.18,3197.44,1
rehabilitación de áreas recreativas,Young Adult,Publishing,2017/03/07,failed,0,Mexico,0,2664.54,1
Directorio de Negocios en Linea NavegApp,Apps,Technology,2017/03/07,failed,0,Mexico,0,532.91,1
Cortometraje 11:11,Shorts,Film & Video,2017/03/07,failed,7,Mexico,586.2,2131.63,1
HappyLife,Apps,Technology,2017/03/02,failed,0,Mexico,0,12256.86,1
DOCUMENTARY: THE VAQUITA MARINA,Documentary,Film & Video,2017/03/24,failed,1,Mexico,0.53,26645.35,1
"DEMO Proyect BLADE: BEU now, RPG later by Kiishu Rave",Video Games,Games,2017/03/06,failed,0,Mexico,0,1598.72,1
Mini restaurante,Food,Food,2017/03/06,failed,0,Mexico,0,1598.72,1
Antes de Cerrar Mis Ojos,Drama,Film & Video,2017/03/01,successful,43,Mexico,2930.99,2131.63,1
Uniendo 2 Países,Video,Journalism,2017/03/01,failed,4,Mexico,37.84,2131.63,1
"Publicacion del libro ""De mis Poemas y Versos""",Poetry,Publishing,2017/02/04,failed,0,Mexico,0,2664.54,1
Cakes to get smiles,Food,Food,2017/03/10,failed,0,Mexico,0,799.36,1
Péndulo de la luz (de obsidiana negra para radiestecia),Crafts,Crafts,2017/02/18,failed,11,Mexico,467.89,1332.27,1
Ballet Folklorico Infantil de la Universidad de Colima,Art,Art,2017/03/22,successful,38,Mexico,2263.79,2131.63,1
Miketi Sustainable Fashion,Footwear,Fashion,2017/03/04,failed,0,Mexico,0,13322.68,1
Los Aparicio cortometraje,Comedy,Film & Video,2017/03/04,successful,34,Mexico,1865.17,1865.17,1
Exploracion urbana en lugares rurales,Horror,Film & Video,2017/02/22,failed,1,Mexico,0.53,186.52,1
Asny! Friends,Video Games,Games,2017/02/02,failed,0,Mexico,0,266.45,1
Dr. Wicked: Colored Concept Beer,Drinks,Food,2017/03/03,failed,5,Mexico,223.82,11723.95,1
"Movin: Tu auto, tu experiencia!",Gadgets,Technology,2017/02/01,canceled,7,Mexico,23.1,53290.7,1
Eco-Kyak,Documentary,Film & Video,2017/03/12,failed,1,Mexico,5.33,639.49,1
"Obra de teatro ""Luchando por la Vida Eterna""",Comedy,Theater,2017/03/05,successful,25,Mexico,1931.79,1865.17,1
La Papaya no tiene semillas - Cortometraje,Shorts,Film & Video,2017/03/03,successful,84,Mexico,5720.77,5329.07,1
Contacto emprendedor,Technology,Technology,2017/03/02,failed,1,Mexico,0.53,266.45,1
La Abeja Sagrada Maya / The Sacred Mayan Bee,Farms,Food,2017/02/27,failed,111,Mexico,6778.04,13322.68,1
"Serrana, cheve de montaña",Drinks,Food,2017/01/31,successful,26,Mexico,8131.95,7993.61,1
Repostería gourmet y de lujo cerca de ti,Spaces,Food,2017/03/17,failed,9,Mexico,476.39,2937.41,1
Endless Road,Design,Design,2017/03/01,successful,87,Mexico,6228.9,4272.59,1
Videojuego Holografico de YuGiOh,Gaming Hardware,Games,2017/03/01,canceled,0,Mexico,0,32044.43,1
Zine Music,Music,Music,2017/03/01,canceled,0,Mexico,0,21362.96,1
Fantástico Encarnado: un viaje animado,Animation,Film & Video,2017/02/22,successful,121,Mexico,7484.35,6942.96,1
Algún tiempo,Music Videos,Film & Video,2017/02/14,failed,1,Mexico,0.53,534.07,1
Mentorship Fomentando la Cultura de Emprendimiento.,Apps,Technology,2017/02/14,failed,1,Mexico,0.53,373851.74,1
"Libro ""Los ojos de Isabel Cristina""",Fiction,Publishing,2017/02/28,failed,0,Mexico,0,1602.22,1
Festival Internacional Jazzatlán 2017,Jazz,Music,2017/02/28,failed,17,Mexico,518.59,5874.81,1
LO COMPLICADO - CORTOMETRAJE,Shorts,Film & Video,2017/03/03,successful,40,Mexico,2740.33,2670.37,1
México de mis amores Tema: Mi ciudad,Latin,Music,2017/02/27,failed,1,Mexico,0.53,26703.7,1
Coffee Mood: Cafe no tan clasico,Drinks,Food,2017/01/28,failed,1,Mexico,24.03,2136.3,1
"¡Sal del closet... perdón, del baño!",Comedy,Theater,2017/03/21,failed,2,Mexico,3.2,1004.06,1
Goblin gaming lounge Chiapas,Video Games,Games,2017/02/26,failed,1,Mexico,0.53,1335.18,1
The Unholy Hallelujah Grabación LP,Metal,Music,2017/02/11,successful,22,Mexico,843.84,801.11,1
Falando - Portuguese Beginners Book,Academic,Publishing,2017/01/27,failed,3,Mexico,16.56,694.3,1
Sepa Dios,Drinks,Food,2017/03/02,failed,1,Mexico,0.53,9079.26,1
Pabellón Lacustre. MEXTRÓPOLI,Architecture,Design,2017/02/25,failed,6,Mexico,254.22,2136.3,1
#YaCasi !! Apoya Historia de Amor,Web,Journalism,2017/02/25,failed,1,Mexico,0.53,1602.22,1
Migrant day laborer / Jornaleros Migrantes,Documentary,Film & Video,2017/02/20,failed,2,Mexico,3.2,160.22,1
#Make100 Mini-Piñatas Chichicuilote,Crafts,Crafts,2017/01/26,successful,42,Mexico,2149.65,2136.3,1
~ < ( Portishead ) > ~Y Men.ea.ea,Hip-Hop,Music,2017/01/26,failed,1,Mexico,0.53,3738.52,1
Musica sanadora para ti,World Music,Music,2017/03/05,failed,1,Mexico,0.53,160.22,1
Influencias,Latin,Music,2017/03/02,canceled,0,Mexico,0,1068.15,1
