name,category,subCategory,launched,deadline,result,backers,country,pledged,goal
Chicken Playing Cards Poker Size Deck USPCC Custom Limited,Playing Cards,Games,2017/07/21,2017-08-14,successful,86,US,2043,1500
Aspiring Tattoo Artist,Illustration,Art,2017/07/21,2017-08-13,failed,0,US,0,250
Vortex - Spinning Top,Product Design,Design,2017/07/21,2017-08-12,successful,38,CA,3182.43,2370.23
MYSTERION: All-in-one Oracle & Card Playing Game,Playing Cards,Games,2017/07/21,2017-08-12,successful,98,US,9744,9350
Valkyrie Limited Edition Giclee Art Prints Signed & Numbered,Art,Art,2017/07/21,2017-08-11,failed,0,US,0,300
ELLE Short Film: Post Production,Shorts,Film & Video,2017/07/21,2017-08-10,successful,26,GB,1479.64,1297.93
"Mind Body Soul Experience, the Hampton Roads tour, V2V",Festivals,Theater,2017/07/21,2017-08-10,failed,1,US,25,65000
DRAGONSLAYERS Gonna Slay!,Apparel,Fashion,2017/07/21,2017-08-01,failed,3,US,261,1500
Crowdfunding Charity & Payment Platform,Web,Technology,2017/07/21,2017-07-31,failed,1,GB,27.61,157749.44
"""Sweet Boy"" Yaoi / Gay Manga Graphic Novel !",Graphic Novels,Comics,2017/07/21,2017-07-28,successful,244,US,5595,5000
Security Protective Services Network,Web,Technology,2017/07/20,2017-09-18,failed,0,US,0,10000
Science and Philosophy Through The Lens of Video Games,Shorts,Film & Video,2017/07/20,2017-09-18,failed,3,CA,24.45,6112.97
BURDANOVA (Un sueño creado por Sentimientos),Pop,Music,2017/07/20,2017-09-18,failed,0,MX,0,3033.71
Mistworld Productions,Comedy,Film & Video,2017/07/20,2017-09-18,failed,1,AU,15.94,119521.91
La Petite Mort (The Little Death),Shorts,Film & Video,2017/07/20,2017-09-18,successful,22,GB,2062.36,2035.22
Picasso Born In Brooklyn,Television,Film & Video,2017/07/20,2017-09-18,failed,1,US,35,45000
Chordata needs your help!,Metal,Music,2017/07/20,2017-09-18,failed,1,US,10,100
A TOUCH OF STARDUST,Film & Video,Film & Video,2017/07/20,2017-09-18,failed,4,US,440,7000
HelemaalShea,DIY,Crafts,2017/07/20,2017-09-18,failed,0,IT,0,11961.01
Durtyndamag3d Media : The INSPIRE Movement,Film & Video,Film & Video,2017/07/20,2017-09-18,canceled,0,US,0,5000
"ANIMAL HUNTERS: GO, CATCH 'EM ALL!",Games,Games,2017/07/20,2017-09-18,failed,5,CA,44.01,4482.84
Ballot Holes Movie,Film & Video,Film & Video,2017/07/20,2017-09-10,failed,80,US,10687,30000
Design furniture Idea's,Product Design,Design,2017/07/20,2017-09-03,failed,1,DE,84.42,60299.81
2017 Skeleton Sock Monkey Project,Crafts,Crafts,2017/07/20,2017-09-03,successful,21,US,753,100
Professional Tactical EDC WorkBag,Product Design,Design,2017/07/20,2017-09-03,failed,7,US,1241,30000
Falling Awake,Graphic Novels,Comics,2017/07/20,2017-09-03,successful,80,US,2115,1500
Pollyanna,Tabletop Games,Games,2017/07/20,2017-09-03,failed,4,GB,122.89,132138.8
BeastBarrow - Patented In-Line Wheel Device for Wheelbarrows,Product Design,Design,2017/07/20,2017-09-03,failed,18,US,3162,20000
Coda Quest: A 3D Learning Adventure Game,Software,Technology,2017/07/20,2017-09-03,canceled,43,US,3006,35000
Passport to Dance,Performances,Dance,2017/07/20,2017-09-03,failed,4,US,56,800
Fireflies,Animation,Film & Video,2017/07/20,2017-09-03,successful,44,MX,3781.16,3673.77
GAMA MICRON,Mobile Games,Games,2017/07/20,2017-09-02,failed,8,CA,2697.94,47985.44
Mika~Do Food...the BEST Frozen Mac N Cheese!,Small Batch,Food,2017/07/20,2017-09-01,failed,0,US,0,15000
REBIRTH OF A NATION - A SUMMER OF LOVE TRIBUTE BOOK,Art,Art,2017/07/20,2017-09-01,failed,16,US,3873,27000
MOAK Cork Duffle - Redefining Travel Bags,Product Design,Design,2017/07/20,2017-08-31,canceled,7,AU,1055.39,23805.75
The Ribs & Wings Co.,Food Trucks,Food,2017/07/20,2017-08-29,failed,3,GB,28.48,38837.97
CHOICES: FALLEN GODS EDITION RPG,Tabletop Games,Games,2017/07/20,2017-08-29,canceled,3,US,61,3000
Xas Irkalla,Tabletop Games,Games,2017/07/20,2017-08-29,successful,390,US,13953,5000
"Cortometraje ""Sacapiojos""",Drama,Film & Video,2017/07/20,2017-08-24,successful,49,MX,10612.11,5665.08
CARWASH - World's First Automatic Phone Cleaner,Gadgets,Technology,2017/07/20,2017-08-24,failed,15,DE,2275.41,20664.08
Twist Your Spirits Cocktail Kits,Drinks,Food,2017/07/20,2017-08-24,successful,157,US,23060,20000
Growing Creativity & Imagination Effortlessly - 4D Grimi Pen,Gadgets,Technology,2017/07/20,2017-08-24,failed,24,US,1935,10000
Blind Wizard Brawl,Tabletop Games,Games,2017/07/20,2017-08-22,successful,161,GB,4104.69,3718.71
Acting Class,Comedy,Film & Video,2017/07/20,2017-08-21,failed,12,US,973.9,3000
KUMA | Carbon Fiber - Brass - Stainless Steel-Fidget Spinner,Product Design,Design,2017/07/20,2017-08-21,successful,39,HK,1653.76,766.99
Socially Hacked. A Party Game For The Hilarious And Twisted!,Tabletop Games,Games,2017/07/20,2017-08-20,canceled,17,US,819,15000
Personal Space Tarot Deck: 2nd Edition Printing,Art,Art,2017/07/20,2017-08-20,successful,126,US,7127,6500
Coffin Crushers – the comic!,Comic Books,Comics,2017/07/20,2017-08-20,successful,302,NL,6244.1,5018.42
Day of the Dead Enamel Pin Collection,Art,Art,2017/07/20,2017-08-20,successful,48,CH,2035.04,1866.06
VendorDine,Apps,Technology,2017/07/20,2017-08-19,failed,6,US,260,5000
Amazing Women's Edition,Children's Books,Publishing,2017/07/20,2017-08-19,successful,21,US,7633,7500
Pizza Deliverance: an action comedy short film,Shorts,Film & Video,2017/07/20,2017-08-19,successful,55,AU,1812.51,1741.2
Tourbillon :: Fidget Spinner Toy Machined in the USA!,Product Design,Design,2017/07/20,2017-08-19,failed,11,US,744,2500
AKSEL & CO. LEATHER SLING CHAIR,Product Design,Design,2017/07/20,2017-08-19,canceled,2,US,75,6900
Dairy Goats and Renovations,DIY,Crafts,2017/07/20,2017-08-19,failed,0,US,0,8000
Loot Trap,Tabletop Games,Games,2017/07/20,2017-08-19,canceled,15,US,534,8000
Ohio Treasure Train,Architecture,Design,2017/07/20,2017-08-19,failed,1,US,1,3000
Amsterdam around your wrist!,Product Design,Design,2017/07/20,2017-08-19,canceled,1,NL,23.62,271585.11
UGH Heart Shaped Pin Badges,Accessories,Fashion,2017/07/20,2017-08-19,successful,33,GB,321.86,217.99
Midwest Trading Co - Clothing and Lifestyle Brand,Apparel,Fashion,2017/07/20,2017-08-19,canceled,6,US,333,2500
The Uk''s First and Only Tattoo Market,Design,Design,2017/07/20,2017-08-19,failed,1,GB,26.93,7052.73
Kickstart CLE Brewing to greatness!,Drinks,Food,2017/07/20,2017-08-19,failed,5,US,250,6500
Special Edition Handmade Brass Mechanical Pencil,Product Design,Design,2017/07/20,2017-08-19,successful,178,GB,13447.63,1282.31
The Grom Honda should have built,Product Design,Design,2017/07/20,2017-08-19,failed,0,US,0,7000
Donut Dog Enamel Pins,Crafts,Crafts,2017/07/20,2017-08-19,successful,34,US,565,500
Christ In The Wilderness Rocks!,Film & Video,Film & Video,2017/07/20,2017-08-19,failed,0,US,0,10000
Mahameru: A Resemblance To Classic Watches Of The 1950s,Product Design,Design,2017/07/20,2017-08-19,successful,122,US,31058,30000
JUNIA Issue Two,Publishing,Publishing,2017/07/20,2017-08-19,successful,27,GB,1429.78,1282.31
Muslim UFO Documentary,Documentary,Film & Video,2017/07/20,2017-08-19,failed,8,CA,331.79,5596.42
Bamboo Tranquility-The First Bamboo Linen Hybrid Duvet Cover,Product Design,Design,2017/07/20,2017-08-19,canceled,8,US,1734,10000
WANKBANK: The Series,Comedy,Film & Video,2017/07/20,2017-08-19,failed,25,US,3295,10000
Never forget them again,Technology,Technology,2017/07/20,2017-08-19,failed,2,US,60,5000
RapZoneTV - Video Battle Contest,Hip-Hop,Music,2017/07/20,2017-08-19,failed,1,DE,24.8,1180.8
Rascal Optics,Apparel,Fashion,2017/07/20,2017-08-19,successful,52,GB,6578.27,6411.57
High Accuracy High Value GNSS Receiver,Hardware,Technology,2017/07/20,2017-08-19,failed,3,US,420,15000
The Happy Carer!,Robots,Technology,2017/07/20,2017-08-19,failed,6,AU,431.34,23743.57
Vinci Ring - The Refined Fidget Spinner,Product Design,Design,2017/07/20,2017-08-19,successful,124,CA,15006.4,12791.81
LLAMAR A LA PUERTA,Shorts,Film & Video,2017/07/20,2017-08-19,failed,14,MX,1904.88,6514.84
My Dream for The Jay Alan Show,Hardware,Technology,2017/07/20,2017-08-19,failed,0,US,0,2500
Dream Concept Studio - Zombie Lab (1/18 HACKS Figure),Product Design,Design,2017/07/20,2017-08-19,successful,533,HK,199818.22,79894.67
The Cuckoo,Drama,Film & Video,2017/07/20,2017-08-19,canceled,1,GB,6.41,1282.31
Establishing Horizon ATA,Performance Art,Art,2017/07/20,2017-08-19,failed,0,US,0,15000
La vida en España-Documental,Documentary,Film & Video,2017/07/20,2017-08-19,failed,1,ES,24.8,7084.83
Smart Diaper Bag: Save Time | Save Brain Power | On-The-Go,Product Design,Design,2017/07/20,2017-08-19,successful,216,US,24047,10000
GripSpinner / Fidget Toy / Unique Adjustable Grip Spinner,Product Design,Design,2017/07/20,2017-08-19,failed,24,US,1273,2500
The Last Rhino War,Fiction,Publishing,2017/07/20,2017-08-19,successful,19,US,3185,3000
SMS Live,Apps,Technology,2017/07/20,2017-08-19,failed,0,US,0,4500
Missile base photo backdrop,Digital Art,Art,2017/07/20,2017-08-19,failed,17,US,550,725
Point Pleasant,Comics,Comics,2017/07/20,2017-08-19,failed,10,US,671,14000
Gruicy,Drinks,Food,2017/07/20,2017-08-19,failed,1,GB,10.26,64115.72
The Ultimate Automatic Watch For The Modern Man,Product Design,Design,2017/07/20,2017-08-19,failed,29,US,7196,40000
Restore Historic Mission Control,Architecture,Design,2017/07/20,2017-08-19,successful,4251,US,506905.22,250000
ScalaQuest - a game to learn Scala,Software,Technology,2017/07/20,2017-08-19,successful,301,CA,25023.19,17588.74
Pinocchio or The Soul Journey,Art,Art,2017/07/20,2017-08-19,failed,1,IT,35.42,4132.82
All are Welcome in Hamtramck,Translations,Publishing,2017/07/20,2017-08-19,failed,6,US,125,350
The Warrior: Weasel and Woodpecker Go To War,Art,Art,2017/07/20,2017-08-19,failed,5,CA,100.74,3597.7
"Day Glow, LED light controller.",DIY Electronics,Technology,2017/07/20,2017-08-19,failed,9,GB,919.42,44881
Bringing Australian wildflowers to the world,Product Design,Design,2017/07/20,2017-08-19,successful,196,AU,6905.42,791.45
Amazing Tales of The Wasted Lands inaugural issue pre-sale!,Fiction,Publishing,2017/07/20,2017-08-19,successful,139,US,6442,5000
Lifestyle Brand Dedicated to Uniting Circus & Fitness Worlds,Apparel,Fashion,2017/07/20,2017-08-19,successful,84,US,5561,4448
The Lifting Journey of Self-funded Brothers – A Documentary,Documentary,Film & Video,2017/07/20,2017-08-19,failed,5,SG,271.38,4780.47
Predator and Wildlife Awareness,Nonfiction,Publishing,2017/07/20,2017-08-19,canceled,0,CA,0,3997.44
2018 Sexy Robot Pin-Up Calendar,Illustration,Art,2017/07/20,2017-08-19,failed,22,CA,1008.95,7195.39
Creating a HOT MUSIC VIDEO for a SOON to be a HIT SONG!,Hip-Hop,Music,2017/07/20,2017-08-19,failed,0,US,0,400
My Mind Within,Fantasy,Film & Video,2017/07/20,2017-08-19,successful,20,NZ,1840.09,1804.01
"Oh! Creative Child, Film Awareness for the Terminally Ill.",Film & Video,Film & Video,2017/07/20,2017-08-19,failed,1,US,25,5000
V4value Brand,Mixed Media,Art,2017/07/20,2017-08-19,failed,1,CA,0.8,3997.44
Persephone - One-volume comic adaptation,Webcomics,Comics,2017/07/20,2017-08-19,successful,2121,US,48586.66,16000
Creative Boys - Fashion with a Cause,Ready-to-wear,Fashion,2017/07/20,2017-08-19,canceled,2,MX,243.6,4815.32
Entrepreneur Website HS & Competition Atlanta EC-Team,Web,Technology,2017/07/20,2017-08-19,failed,1,US,1,3000
Dash or Die: Endless Runner (Flyer),Mobile Games,Games,2017/07/20,2017-08-19,failed,2,US,64,5000
The Butterfly Effect (Beaujourney),Experimental,Film & Video,2017/07/20,2017-08-19,failed,4,US,135,8750
Pop Drop,Product Design,Design,2017/07/20,2017-08-19,failed,72,US,3176,12000
Eco Thank You Re-imagining Reusable Shopping Bags,Crafts,Crafts,2017/07/20,2017-08-19,failed,4,US,110,25000
Cannibal Inferno,Horror,Film & Video,2017/07/20,2017-08-19,successful,20,NL,1451.21,1409.88
UV-C Ray Technology Mask- The Next Generation Mask,Wearables,Technology,2017/07/20,2017-08-19,failed,1,SG,77.22,735456.35
Unique Baby-on-Board Car Decals,Product Design,Design,2017/07/20,2017-08-19,failed,28,US,685,3000
Mountaintronics qi Wireless Charging iPhone Package,Gadgets,Technology,2017/07/20,2017-08-19,canceled,12,US,1877,40000
15mm - 20mm WW3 Cold War Urban tabletop wargame terrain,Tabletop Games,Games,2017/07/20,2017-08-19,successful,24,AU,6393.75,474.87
Brass and Oak Fidget Spinner,Product Design,Design,2017/07/20,2017-08-19,failed,6,US,293,4000
"Maine Homestead, expanding and growing!",Small Batch,Food,2017/07/20,2017-08-19,failed,15,US,1016,30000
Carousel Horse Enamel Pins,Art,Art,2017/07/20,2017-08-19,successful,94,US,2629,500
Kawaii Food Line Collection: Enamel Pins,Accessories,Fashion,2017/07/20,2017-08-19,failed,6,US,143,880
Pocket Monsters: A Musical Parody,Comedy,Theater,2017/07/20,2017-08-19,successful,42,US,1575,1500
Free - Alternative Butchery,Food,Food,2017/07/20,2017-08-19,failed,7,GB,187.22,19234.71
The Mill Cafe & Hitt Pizza,Restaurants,Food,2017/07/20,2017-08-19,failed,3,US,450,6000
"Gaza Strip's Third Full Length Album: ""LISTEN""",Rock,Music,2017/07/20,2017-08-19,successful,18,US,888,800
"Science Saturdays - Drawing, Science, and Learning to Read",Children's Books,Publishing,2017/07/20,2017-08-19,failed,0,US,0,500
"""The Language Is Asleep,"" a performance installation",Performance Art,Art,2017/07/20,2017-08-18,successful,176,US,10333.13,10000
Unique postcard from Burning Man 2017,Art,Art,2017/07/20,2017-08-18,successful,29,US,878,550
Korean Karaoke (Norebang) and Korean BBQ Restaurant,Restaurants,Food,2017/07/20,2017-08-18,failed,0,US,0,20000
WONDER P TRAP,Technology,Technology,2017/07/20,2017-08-17,failed,0,US,0,50000
Evyl Confections; Sinfully Delicious,Small Batch,Food,2017/07/20,2017-08-16,failed,1,US,58,20000
"Yoga Relaxation Blankets - For Outdoors, In-Class, & Support",Accessories,Fashion,2017/07/20,2017-08-14,failed,0,US,0,2000
"Music video for single ""Just a Matter of Time.""",Music Videos,Film & Video,2017/07/20,2017-08-10,successful,22,US,2344,2000
Cattoo 30mm soft enamel pin,Illustration,Art,2017/07/20,2017-08-09,successful,31,GB,350.44,259.59
Jisun is starting a new independent music project,Music,Music,2017/07/20,2017-08-09,canceled,0,US,0,16000
Retrograde,Film & Video,Film & Video,2017/07/20,2017-08-09,successful,21,NZ,812.33,582.84
Mother/Daughter Baking Science Blog,Small Batch,Food,2017/07/20,2017-08-09,successful,5,US,2000,2000
Lovely Lion's Cosplay,Art,Art,2017/07/20,2017-08-09,suspended,1,US,50,100
Nakivale Athletic Games,Games,Games,2017/07/20,2017-08-06,successful,16,US,1010,1000
Coffee Carafe Enamel Pin,Accessories,Fashion,2017/07/20,2017-08-05,successful,36,US,615,300
"""Inscribed"" at Kansas City Public Library",Performances,Dance,2017/07/20,2017-08-04,successful,31,US,1440,1200
Sweet String Music BBQ food truck,Food Trucks,Food,2017/07/20,2017-08-04,failed,1,US,1,15000
The Fake Alternative News Exposed! (Tyranny Unmasked),Video,Journalism,2017/07/20,2017-08-04,successful,10,US,185,150
Escape the Boardgame 2nd Edition : Rebellion and Revolution,Tabletop Games,Games,2017/07/20,2017-08-03,successful,381,FR,41930.93,17802.04
In the Image of our Maker - Art Prints,Conceptual Art,Art,2017/07/20,2017-08-03,successful,14,US,690,300
Bases & Showcases: Minifig/Miniature Showcases and Stands,Games,Games,2017/07/20,2017-08-03,successful,16,US,416.5,200
SheOrgasms Herbal Supplement,Vegan,Food,2017/07/20,2017-08-03,failed,3,US,93,7000
Naturaldyer,Fashion,Fashion,2017/07/20,2017-08-01,failed,2,IT,108,5934.01
Art Prints for Convention,Painting,Art,2017/07/20,2017-08-01,successful,8,US,317,315
Public Arts Radio,Comedy,Theater,2017/07/20,2017-07-31,failed,0,US,0,3000
STEER: A Wearable Device That Can Save Your Life,Wearables,Technology,2017/07/20,2017-07-31,successful,287,IE,38421.55,5934.01
World’s Most Breathable & Comfortable Nontoxic Bra,Apparel,Fashion,2017/07/20,2017-07-30,successful,6,US,341,200
Under The Boardwalk. Act One: The Dockside,Tabletop Games,Games,2017/07/20,2017-07-30,successful,26,GB,1285.66,788.75
New Approach to Luxury Watchmaking,Design,Design,2017/07/20,2017-07-30,successful,13,GB,1691.86,1314.58
robbydarkness channel level UP!,Film & Video,Film & Video,2017/07/20,2017-07-28,failed,0,IT,0,469.16
Splash Mob Flash Mob 2017 T-shirts,Fashion,Fashion,2017/07/20,2017-07-26,successful,10,US,300,300
THE PUSH: Owning your reality is when the journey begins,Documentary,Film & Video,2017/07/19,2017-09-17,successful,124,US,35926,30000
L' ANATOMISTA,Apps,Technology,2017/07/19,2017-09-17,failed,11,IT,198.55,5980.5
The Majestic Craftsmanship Studios,Digital Art,Art,2017/07/19,2017-09-17,failed,0,US,0,100000
"THE ART OF THE NATURE, Threatened Wildlife of Chiapas",Art Books,Publishing,2017/07/19,2017-09-17,failed,6,MX,112.92,8426.97
Project Real Estate Support System #8,Web,Technology,2017/07/19,2017-09-17,failed,2,AU,23.9,2151394.42
"Mustang-200: affordable, scalable adv. computing accelerator",Hardware,Technology,2017/07/19,2017-09-17,successful,18,US,36096,35000
After The Dark: The Castaway King Chronicles,Fiction,Publishing,2017/07/19,2017-09-17,failed,0,US,0,27000
Up Incoming AG Shoe Line,Footwear,Fashion,2017/07/19,2017-09-17,canceled,1,US,164,80500
Festival Internacional de Cine de Celaya,Art,Art,2017/07/19,2017-09-17,failed,1,MX,4.49,2808.99
CARTIGAN WATCHES,Accessories,Fashion,2017/07/19,2017-09-11,failed,8,MX,669.18,8772.92
The Color Notebook,Design,Design,2017/07/19,2017-09-08,successful,2779,US,145991,21500
LUMA BOARDS - The most futuristic cruiser ever created,Product Design,Design,2017/07/19,2017-09-04,successful,120,DE,18908.81,18089.94
Primal Pride 2017,Product Design,Design,2017/07/19,2017-09-02,failed,4,US,98,700
Aion (e-on) The Smart Calendar,Web,Technology,2017/07/19,2017-09-02,failed,0,US,0,250000
Redemption Sportswear,Apparel,Fashion,2017/07/19,2017-09-02,canceled,0,US,0,15000
CRANK Juice Box: Never Run out of Juice,Camera Equipment,Technology,2017/07/19,2017-09-02,successful,434,US,63421,50000
UNIOM Wireless Adapter for Nintendo Switch!,Gaming Hardware,Games,2017/07/19,2017-09-02,canceled,31,US,1776,100000
Smart Trip Planner,Apps,Technology,2017/07/19,2017-09-02,failed,1,US,10,10000
Sapling Aluminum Wallets Batch #2 New Colors BOGO 1st 24HR,Product Design,Design,2017/07/19,2017-09-02,canceled,23,US,1400,10000
Quizmania - the board game with VR experience!,Tabletop Games,Games,2017/07/19,2017-09-02,canceled,2,US,120,49000
Sohrab and Rustum,Animation,Film & Video,2017/07/19,2017-09-02,successful,101,AU,13164.76,6078.29
Get Fit with a Smart Fitness Device,Gadgets,Technology,2017/07/19,2017-09-02,successful,141,US,14290.2,10000
Website for Subject Archive Distribution: Free Host Service,Nonfiction,Publishing,2017/07/19,2017-09-02,failed,2,US,20,3800
"Give ""Those Metal Idiots"" a Podcast",Radio & Podcasts,Publishing,2017/07/19,2017-09-02,failed,0,US,0,5000
Imagine Play Indoor Play Area of Elk Grove,Crafts,Crafts,2017/07/19,2017-09-02,canceled,7,US,1064,16000
